Date,News,Close,Next_Day_Close,Target,Price_Direction,sentiment_label,sentiment_score,sentiment_lag1,sentiment_lag2,sentiment_roll3,sentiment_std3,Close_lag1,Close_lag2,Close_roll3
2004-11-19,gold futures climb above $446,44.779998779296875,44.95000076293945,1,0.17000198364257812,neutral,0.9999998807907104,0.9848875999450684,0.9999983310699463,0.9949619372685751,0.008724632082859321,44.380001068115234,44.380001068115234,44.51333363850912
2004-11-22,internet gold to buy remaining shrs of goldtrade,44.95000076293945,44.75,0,-0.20000076293945312,negative,0.9965595602989197,0.9999998807907104,0.9848875999450684,0.9938156803448995,0.0079209794843154,44.779998779296875,44.380001068115234,44.70333353678385
2004-11-22,gold prices edge closer to $450,44.95000076293945,44.75,0,-0.20000076293945312,neutral,0.9250134825706482,0.9965595602989197,0.9999998807907104,0.9738576412200928,0.04233524331925639,44.95000076293945,44.779998779296875,44.893333435058594
2004-11-23,gold futures close modestly lower,44.75,45.04999923706055,1,0.2999992370605469,neutral,0.8901377320289612,0.9250134825706482,0.9965595602989197,0.9372369249661764,0.05425367076132021,44.95000076293945,44.95000076293945,44.88333384195963
2004-11-23,gold futures continue lower in late morning trade,44.75,45.04999923706055,1,0.2999992370605469,positive,0.9994239807128906,0.8901377320289612,0.9250134825706482,0.9381917317708334,0.05582222430930224,44.75,44.95000076293945,44.81666692097982
2004-11-23,"dec gold closes at $447.90/oz, down $1.10 for the day",44.75,45.04999923706055,1,0.2999992370605469,positive,0.9625551104545593,0.9994239807128906,0.8901377320289612,0.9507056077321371,0.055598372943171076,44.75,44.75,44.75
2004-11-24,dec gold climbs $1 to $448.90/oz in morning ny trade,45.04999923706055,45.290000915527344,1,0.24000167846679688,neutral,0.9999966621398926,0.9625551104545593,0.9994239807128906,0.9873252511024475,0.021453482043512863,44.75,44.75,44.84999974568685
2004-11-24,"dec gold closes at $449.30/oz, up $1.40 for the day",45.04999923706055,45.290000915527344,1,0.24000167846679688,negative,0.9962831139564514,0.9999966621398926,0.9625551104545593,0.9862782955169678,0.02062861464462999,45.04999923706055,44.75,44.949999491373696
2004-11-29,south africa upholds harmony gold as concert party,45.400001525878906,45.119998931884766,0,-0.2800025939941406,positive,0.7229628562927246,0.9962831139564514,0.9999966621398926,0.9064142107963562,0.1588843831593921,45.04999923706055,45.04999923706055,45.166666666666664
2004-11-29,metals indexes stand pat even as gold futures climb,45.400001525878906,45.119998931884766,0,-0.2800025939941406,neutral,0.7181978225708008,0.7229628562927246,0.9962831139564514,0.8124812642733256,0.15919490050499904,45.400001525878906,45.04999923706055,45.28333409627279
2004-11-29,gold futures close above $453,45.400001525878906,45.119998931884766,0,-0.2800025939941406,negative,0.999686598777771,0.7181978225708008,0.7229628562927246,0.8136157592137655,0.16115968599073768,45.400001525878906,45.400001525878906,45.400001525878906
2004-11-29,gold tops $453 to start busy week,45.400001525878906,45.119998931884766,0,-0.2800025939941406,neutral,0.613467276096344,0.999686598777771,0.7181978225708008,0.7771172324816386,0.1997372372676313,45.400001525878906,45.400001525878906,45.400001525878906
2004-11-29,south africa dismisses gold fields appeal,45.400001525878906,45.119998931884766,0,-0.2800025939941406,negative,0.9883827567100525,0.613467276096344,0.999686598777771,0.8671788771947225,0.21979337253497888,45.400001525878906,45.400001525878906,45.400001525878906
2004-11-30,feb gold down $2 at $453.80/oz,45.119998931884766,45.380001068115234,1,0.26000213623046875,positive,0.999582827091217,0.9883827567100525,0.613467276096344,0.8671442866325378,0.219762097846901,45.400001525878906,45.400001525878906,45.30666732788086
2004-11-30,barrick gold cut to neutral at ubs on share price,45.119998931884766,45.380001068115234,1,0.26000213623046875,positive,0.5667247176170349,0.999582827091217,0.9883827567100525,0.8515634338061014,0.24674112157140013,45.119998931884766,45.400001525878906,45.21333312988281
2004-11-30,feb gold falls $2.60 to end the day at $453.20 in ny,45.119998931884766,45.380001068115234,1,0.26000213623046875,negative,0.999990701675415,0.5667247176170349,0.999582827091217,0.8554327487945557,0.2500285724476691,45.119998931884766,45.119998931884766,45.119998931884766
2004-12-01,"gold near $456, highest since june `88",45.380001068115234,44.95000076293945,0,-0.43000030517578125,neutral,0.9999949932098389,0.999990701675415,0.5667247176170349,0.8555701375007629,0.2501474713952944,45.119998931884766,45.119998931884766,45.20666631062826
2004-12-02,feb gold up $1.10 at $457/oz in morning ny trade,44.95000076293945,45.599998474121094,1,0.6499977111816406,neutral,0.9998255372047424,0.9999949932098389,0.999990701675415,0.9999370773633321,9.662044050217135e-05,45.380001068115234,45.119998931884766,45.15000025431315
2004-12-02,barrick gold to invest $28m in celtic resources,44.95000076293945,45.599998474121094,1,0.6499977111816406,negative,0.9999721050262451,0.9998255372047424,0.9999949932098389,0.9999308784802755,9.194321865966577e-05,44.95000076293945,45.380001068115234,45.09333419799805
2004-12-03,feb gold falls 10c to $452.20/oz in morning ny trade,45.599998474121094,45.16999816894531,0,-0.43000030517578125,negative,0.9924353957176208,0.9999721050262451,0.9998255372047424,0.9974110126495361,0.004309633792031383,44.95000076293945,44.95000076293945,45.166666666666664
2004-12-03,gold futures rally to a fresh mid-1988 high near $458,45.599998474121094,45.16999816894531,0,-0.43000030517578125,neutral,0.9998741149902344,0.9924353957176208,0.9999721050262451,0.9974272052447001,0.004323311494415033,45.599998474121094,44.95000076293945,45.38333257039388
2004-12-03,gold futures close at a fresh mid-1988 high,45.599998474121094,45.16999816894531,0,-0.43000030517578125,negative,0.9999959468841553,0.9998741149902344,0.9924353957176208,0.9974351525306702,0.004330344893284036,45.599998474121094,45.599998474121094,45.599998474121094
2004-12-03,"feb gold up $1.50 at $453.80/oz, reversing fr $450 low",45.599998474121094,45.16999816894531,0,-0.43000030517578125,neutral,0.9997164607048035,0.9999959468841553,0.9998741149902344,0.9998621741930643,0.00014012518710854977,45.599998474121094,45.599998474121094,45.599998474121094
2004-12-03,amex gold bugs index down 6.6% for the week,45.599998474121094,45.16999816894531,0,-0.43000030517578125,positive,0.9999316930770874,0.9997164607048035,0.9999959468841553,0.999881366888682,0.0001463819490715103,45.599998474121094,45.599998474121094,45.599998474121094
2004-12-03,gold ends at 16-year high near $458,45.599998474121094,45.16999816894531,0,-0.43000030517578125,negative,0.9935967922210693,0.9999316930770874,0.9997164607048035,0.9977483153343201,0.00359693471769829,45.599998474121094,45.599998474121094,45.599998474121094
2004-12-06,feb gold down $3.30 to $454.50/oz after $456.50 high,45.16999816894531,45.11000061035156,0,-0.05999755859375,positive,0.9996914863586426,0.9935967922210693,0.9999316930770874,0.9977399905522665,0.0035901245278673194,45.599998474121094,45.599998474121094,45.4566650390625
2004-12-06,"feb gold closes at $455.90/oz, down $1.90 for the day",45.16999816894531,45.11000061035156,0,-0.05999755859375,positive,0.992484986782074,0.9996914863586426,0.9935967922210693,0.9952577551205953,0.003879756094388468,45.16999816894531,45.599998474121094,45.313331604003906
2004-12-06,gold prices dull on dollar strength,45.16999816894531,45.11000061035156,0,-0.05999755859375,neutral,0.9998693466186523,0.992484986782074,0.9996914863586426,0.9973486065864563,0.004212957010127202,45.16999816894531,45.16999816894531,45.16999816894531
2004-12-07,"amex gold bugs index ends at 2-mo low of 218.6, down 3%",45.11000061035156,44.0099983215332,0,-1.1000022888183594,positive,0.9594268798828125,0.9998693466186523,0.992484986782074,0.9839270710945129,0.02153663668278784,45.16999816894531,45.16999816894531,45.1499989827474
2004-12-07,gold fields ceo says disappointed by vote,45.11000061035156,44.0099983215332,0,-1.1000022888183594,positive,0.9986221790313721,0.9594268798828125,0.9998693466186523,0.9859728018442789,0.022997898519992302,45.11000061035156,45.16999816894531,45.12999979654948
2004-12-08,harmony calls for gold fields chairman resignation -rpt,44.0099983215332,43.779998779296875,0,-0.22999954223632812,negative,0.9998912811279297,0.9986221790313721,0.9594268798828125,0.9859801133473715,0.02300452804559077,45.11000061035156,45.11000061035156,44.743333180745445
2004-12-08,feb gold closes at lowest level since nov 11,44.0099983215332,43.779998779296875,0,-0.22999954223632812,positive,0.9950351715087891,0.9998912811279297,0.9986221790313721,0.9978495438893636,0.002518565852871152,44.0099983215332,45.11000061035156,44.37666575113932
2004-12-08,"feb gold down $17.50, or 3.9%, at $436.20/oz",44.0099983215332,43.779998779296875,0,-0.22999954223632812,positive,0.9994550347328186,0.9950351715087891,0.9998912811279297,0.9981271624565125,0.0026866119453478293,44.0099983215332,44.0099983215332,44.0099983215332
